state,action,qvalue
0,0,76.9312
0,1,93.1101
0,2,99.4974
1,0,0
1,1,9.46829
1,2,0
2,0,15.7655
2,1,31.8442
2,2,80.9217
3,0,0
3,1,1.82574
3,2,0
epsilon,0.104077,0
