state,action,qvalue
0,0,49.888
0,1,87.7389
0,2,26.4914
1,0,0
1,1,3.81461
1,2,0
2,0,0
2,1,0
2,2,0
3,0,0
3,1,0
3,2,0
epsilon,0.121197,0
