state,action,qvalue
0,0,84.9192
0,1,99.6629
0,2,100
1,0,1.37737
1,1,31.8926
1,2,1.82574
2,0,24.6814
2,1,0
2,2,93.0523
3,0,0
3,1,0
3,2,0
epsilon,0.0280891,0
