state,action,qvalue
0,0,80.1188
0,1,98.2735
0,2,89.2069
1,0,0
1,1,9.62892
1,2,1.82574
2,0,12.2451
2,1,0
2,2,58.051
3,0,0
3,1,0
3,2,0
epsilon,0.0840918,0
