state,action,qvalue
0,0,78.811
0,1,94.4368
0,2,89.4484
1,0,0
1,1,19.4112
1,2,0
2,0,47.2597
2,1,90.6321
2,2,71.9313
3,0,0
3,1,7.12192
3,2,7.08678
epsilon,0.0404832,0
