state,action,qvalue
0,0,79.3803
0,1,96.6414
0,2,91.787
1,0,0
1,1,9.46829
1,2,0
2,0,8.99998
2,1,75.1781
2,2,17.9327
3,0,-1
3,1,1.82574
3,2,0
epsilon,0.0866925,0
