state,action,qvalue
0,0,83.4282
0,1,98.9628
0,2,99.9828
1,0,0
1,1,29.7732
1,2,0
2,0,57.9002
2,1,91.2803
2,2,81.7103
3,0,0
3,1,10.4549
3,2,7.08678
epsilon,0.02,0
