state,action,qvalue
0,0,75.9077
0,1,94.171
0,2,80.0795
1,0,0
1,1,14.3758
1,2,0
2,0,30.8717
2,1,89.5291
2,2,61.2209
3,0,0
3,1,5.0257
3,2,5.36841
epsilon,0.0620112,0
