state,action,qvalue
0,0,82.1814
0,1,97.6885
0,2,99.9166
1,0,0
1,1,16.3568
1,2,0
2,0,47.1355
2,1,89.5764
2,2,42.7225
3,0,-1
3,1,5.36841
3,2,0
epsilon,0.0516536,0
