state,action,qvalue
0,0,34.0377
0,1,59.9516
0,2,93.5917
1,0,0
1,1,2
1,2,0
2,0,-0.2872
2,1,5.586
2,2,34.5744
3,0,0
3,1,1.82574
3,2,0
epsilon,0.124946,0
