state,action,qvalue
0,0,80.8348
0,1,96.2702
0,2,99.9992
1,0,0
1,1,14.7922
1,2,0
2,0,26.6312
2,1,42.3199
2,2,91.3232
3,0,-0.671367
3,1,3.61497
3,2,0
epsilon,0.0639296,0
