state,action,qvalue
0,0,82.3101
0,1,99.8726
0,2,96.8759
1,0,1.37737
1,1,14.9435
1,2,1.82574
2,0,12.2451
2,1,0
2,2,65.7246
3,0,0
3,1,0
3,2,0
epsilon,0.0744459,0
