timestamp,qi,sr,tii,arf,meanRho,netLearning,pThreat,totalOrphans,actionsReallocate,actionsRecluster,actionsDoNothing,cycleS1,cycleS2,anomalies,qDoNothing,qReallocate,qRecluster,suspectsCount,actionsAttackerQuarantine,actionsAttackerDoNothing,qAtkDNHigh,qAtkQuarHigh,qAtkDNLow,qAtkQuarLow,atkEpsilon,smartTransferOk,smartTransferNoDonor,smartRedundancyOk,leadersAlive,leadersDownThisCycle,apIncomingFloodTotal,apQuarantinedLeadersCount,forcedReelectionsThisCycle,apAlive
170,0.992887,0.99,0.384392,0.00704229,0.457569,0.704229,0.274713,0,0,0,0,0,0,0,0,30.8333,8.21193,0,0,0,0,9.39138,0,0,0.079122,0,0,0,20,0,0,0,0,1
175,0.992885,0.99,0.385265,0.00706139,0.455936,0.706139,0.27636,0,0,0,0,0,0,0,0,30.8333,8.21193,0,0,0,0,9.39138,0,0,0.079122,0,0,0,20,0,0,0,0,1
180,0.992886,0.99,0.386184,0.00708049,0.455233,0.708049,0.277066,0,0,0,0,0,0,0,0,30.8333,8.21193,0,0,0,0,9.39138,0,0,0.079122,0,0,0,20,0,0,0,0,1
185,0.992886,0.99,0.387132,0.00709959,0.455076,0.709959,0.277219,0,0,0,0,0,0,0,0,30.8333,8.21193,0,0,0,0,9.39138,0,0,0.079122,0,0,0,20,0,0,0,0,1
190,0.992885,0.99,0.388098,0.00711869,0.455292,0.711869,0.27699,0,0,0,0,0,0,0,0,30.8333,8.21193,0,0,0,0,9.39138,0,0,0.079122,0,0,0,20,0,0,0,0,1
195,0.992885,0.99,0.389079,0.00713779,0.455792,0.713779,0.276473,0,0,0,0,0,0,0,0,30.8333,8.21193,0,0,0,0,9.39138,0,0,0.079122,0,0,0,20,0,0,0,0,1
200,0.992886,0.99,0.390071,0.00715689,0.456518,0.715689,0.27573,0,0,0,0,0,0,0,0,30.8333,8.21193,0,0,0,0,9.39138,0,0,0.079122,0,0,0,20,0,0,0,0,1
205,0.992897,0.99,0.391072,0.00717599,0.457443,0.717599,0.274809,0,0,0,0,0,0,0,0,30.8333,8.21193,0,0,0,0,9.39138,0,0,0.079122,0,0,0,20,0,0,0,0,1
210,0.992887,0.99,0.39208,0.00719509,0.458459,0.719509,0.273748,0,0,0,0,0,0,0,0,30.8333,8.21193,0,0,0,0,9.39138,0,0,0.079122,0,0,0,20,0,0,0,0,1
215,0.992886,0.99,0.393094,0.00721419,0.459602,0.721419,0.272576,0,0,0,0,0,0,0,0,30.8333,8.21193,0,0,0,0,9.39138,0,0,0.079122,0,0,0,20,0,0,0,0,1
