state,action,qvalue
0,0,79.4041
0,1,95.3714
0,2,98.892
1,0,0
1,1,23.8626
1,2,0
2,0,57.9002
2,1,91.2131
2,2,79.1124
3,0,0
3,1,10.4549
3,2,7.08678
epsilon,0.0220146,0
