state,action,qvalue
0,0,84.8534
0,1,99.1565
0,2,100
1,0,0
1,1,35.7838
1,2,0
2,0,68.9753
2,1,52.4806
2,2,99.9742
3,0,-0.671367
3,1,7.0499
3,2,0
epsilon,0.02,0
