timestamp,qi,sr,tii,arf,meanRho,netLearning,pThreat,totalOrphans,actionsReallocate,actionsRecluster,actionsDoNothing,cycleS1,cycleS2,anomalies,qDoNothing,qReallocate,qRecluster,suspectsCount,actionsAttackerQuarantine,actionsAttackerDoNothing,qAtkDNHigh,qAtkQuarHigh,qAtkDNLow,qAtkQuarLow,atkEpsilon,smartTransferOk,smartTransferNoDonor,smartRedundancyOk,leadersAlive,leadersDownThisCycle,apIncomingFloodTotal,apQuarantinedLeadersCount,forcedReelectionsThisCycle,apAlive
170,0.941315,0.816667,0.315796,0.00674573,0.310124,0.697834,0.317211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3694,0.36,0,0.0298532,0,0,0,29,0,0,0,0,1
175,0.941315,0.816667,0.316478,0.00676048,0.308394,0.69936,0.318894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3694,0.36,0,0.0298532,0,0,0,29,0,0,0,0,1
180,0.941313,0.816667,0.317199,0.00677524,0.307481,0.700887,0.319763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3694,0.36,0,0.0298532,0,0,0,29,0,0,0,0,1
185,0.941312,0.816667,0.317947,0.00679,0.307137,0.702414,0.320074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3694,0.36,0,0.0298532,0,0,0,29,0,0,0,0,1
190,0.941313,0.816667,0.318717,0.00680476,0.307234,0.70394,0.31995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3694,0.36,0,0.0298532,0,0,0,29,0,0,0,0,1
195,0.941313,0.816667,0.319501,0.00681951,0.307646,0.705467,0.319512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3694,0.36,0,0.0298532,0,0,0,29,0,0,0,0,1
200,0.941313,0.816667,0.320296,0.00683427,0.308276,0.706994,0.318858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3694,0.36,0,0.0298532,0,0,0,29,0,0,0,0,1
205,0.941326,0.816667,0.321098,0.00684903,0.309069,0.70852,0.31806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3694,0.36,0,0.0298532,0,0,0,29,0,0,0,0,1
210,0.941316,0.816667,0.321904,0.00686379,0.309924,0.710047,0.317168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3694,0.36,0,0.0298532,0,0,0,29,0,0,0,0,1
215,0.941313,0.816667,0.322714,0.00687855,0.310848,0.711574,0.316216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3694,0.36,0,0.0298532,0,0,0,29,0,0,0,0,1
220,0.941313,0.816667,0.323525,0.0068933,0.311815,0.7131,0.315228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3694,0.36,0,0.0298532,0,0,0,29,0,0,0,0,1
225,0.941313,0.816667,0.324337,0.00690806,0.312802,0.714627,0.314219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3694,0.36,0,0.0298532,0,0,0,29,0,0,0,0,1
230,0.941313,0.816667,0.32515,0.00692282,0.313801,0.716154,0.313198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3694,0.36,0,0.0298532,0,0,0,29,0,0,0,0,1
235,0.941339,0.816667,0.325962,0.00693758,0.314848,0.71768,0.312173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3694,0.36,0,0.0298532,0,0,0,29,0,0,0,0,1
240,0.941322,0.816667,0.326775,0.00695233,0.315825,0.719207,0.311148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3694,0.36,0,0.0298532,0,0,0,29,0,0,0,0,1
245,0.941314,0.816667,0.327588,0.00696709,0.316815,0.720734,0.310125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3694,0.36,0,0.0298532,0,0,0,29,0,0,0,0,1
250,0.941313,0.816667,0.328401,0.00698185,0.317811,0.72226,0.309105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3694,0.36,0,0.0298532,0,0,0,29,0,0,0,0,1
255,0.941313,0.816667,0.329213,0.00699661,0.318806,0.723787,0.30809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3694,0.36,0,0.0298532,0,0,0,29,0,0,0,0,1
260,0.941312,0.816667,0.330025,0.00701137,0.319793,0.725314,0.30708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3694,0.36,0,0.0298532,0,0,0,29,0,0,0,0,1
265,0.941313,0.816667,0.330837,0.00702612,0.32078,0.72684,0.306075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3694,0.36,0,0.0298532,0,0,0,29,0,0,0,0,1
270,0.941325,0.816667,0.331649,0.00704088,0.32178,0.728367,0.305075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3694,0.36,0,0.0298532,0,0,0,29,0,0,0,0,1
275,0.941314,0.816667,0.33246,0.00705564,0.322737,0.729894,0.30408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3694,0.36,0,0.0298532,0,0,0,29,0,0,0,0,1
280,0.941313,0.816667,0.333271,0.0070704,0.323707,0.73142,0.303089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3694,0.36,0,0.0298532,0,0,0,29,0,0,0,0,1
285,0.941315,0.816667,0.334082,0.00708515,0.324677,0.732947,0.302103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3694,0.36,0,0.0298532,0,0,0,29,0,0,0,0,1
290,0.941313,0.816667,0.334893,0.00709991,0.325637,0.734474,0.301121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3694,0.36,0,0.0298532,0,0,0,29,0,0,0,0,1
