state,action,qvalue
0,0,64.0373
0,1,95.2827
0,2,58.681
1,0,0
1,1,7.47816
1,2,0
2,0,30.8717
2,1,78.8105
2,2,8.37496
3,0,0
3,1,0
3,2,5.36841
epsilon,0.0893736,0
