scale,runs,sr_pre,sr_min,sr_final,qi_final,orphans_peak,realloc_run,reclust_run,recall
200,35,0.9861428571428572,0.720142857142857,0.9612857142857142,0.9721700000000001,48.2,47.42857142857143,0.7714285714285715,1.0
250,35,0.9804571428571429,0.7620571428571429,0.9610285714285713,0.9742052000000001,49.74285714285714,49.74285714285714,0.0,1.0
300,35,0.964381,0.7859047142857142,0.9492381428571428,0.9494160285714285,48.68571428571428,2.8857142857142857,45.857142857142854,1.0
