state,action,qvalue
0,0,20.8624
0,1,77.0446
0,2,45.1398
1,0,0
1,1,2
1,2,0
2,0,0
2,1,0
2,2,0
3,0,0
3,1,0
3,2,0
epsilon,0.132794,0
