state,action,qvalue
0,0,78.811
0,1,97.5115
0,2,83.1741
1,0,0
1,1,16.0883
1,2,0
2,0,47.2597
2,1,90.8682
2,2,71.9313
3,0,0
3,1,7.12192
3,2,7.08678
epsilon,0.050104,0
