state,action,qvalue
0,0,82.1814
0,1,97.6885
0,2,99.6638
1,0,0
1,1,16.3568
1,2,0
2,0,40.0556
2,1,87.6747
2,2,42.7225
3,0,-1
3,1,3.61497
3,2,0
epsilon,0.056596,0
