state,action,qvalue
0,0,84.8197
0,1,99.2618
0,2,99.9901
1,0,0
1,1,41.3223
1,2,0
2,0,69.2698
2,1,91.2871
2,2,88.7344
3,0,0
3,1,18.1871
3,2,7.08678
epsilon,0.02,0
