state,action,qvalue
0,0,83.4282
0,1,99.0997
0,2,99.998
1,0,0
1,1,31.0294
1,2,0
2,0,61.7515
2,1,91.2855
2,2,83.7992
3,0,0
3,1,12.0347
3,2,7.08678
epsilon,0.02,0
