timestamp,qi,sr,tii,arf,meanRho,netLearning,pThreat,totalOrphans,actionsReallocate,actionsRecluster,actionsDoNothing,cycleS1,cycleS2,anomalies,qDoNothing,qReallocate,qRecluster,suspectsCount,actionsAttackerQuarantine,actionsAttackerDoNothing,qAtkDNHigh,qAtkQuarHigh,qAtkDNLow,qAtkQuarLow,atkEpsilon,smartTransferOk,smartTransferNoDonor,smartRedundancyOk,leadersAlive,leadersDownThisCycle
170,0.993472,0.995,0.393177,0.00619156,0.459567,0.728418,0.26791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,17,0
175,0.993466,0.995,0.394272,0.00620796,0.46257,0.730348,0.26486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,17,0
180,0.993466,0.995,0.395302,0.00622437,0.464089,0.732278,0.263327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,17,0
185,0.993466,0.995,0.396305,0.00624077,0.464965,0.734208,0.262438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,17,0
190,0.993467,0.995,0.397298,0.00625718,0.465606,0.736138,0.261788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,17,0
195,0.993466,0.995,0.398288,0.00627358,0.466193,0.738068,0.26119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,17,0
200,0.993465,0.995,0.39928,0.00628999,0.466805,0.739998,0.260561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,17,0
205,0.993478,0.995,0.400274,0.00630639,0.467509,0.741928,0.259871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,17,0
210,0.993467,0.995,0.401271,0.0063228,0.468226,0.743858,0.259111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,17,0
215,0.993466,0.995,0.402272,0.0063392,0.469033,0.745788,0.258283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,17,0
220,0.993466,0.995,0.403274,0.00635561,0.469901,0.747718,0.257393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,17,0
225,0.993466,0.995,0.40428,0.00637201,0.470823,0.749648,0.256447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,17,0
230,0.993466,0.995,0.405287,0.00638842,0.471794,0.751578,0.255453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,17,0
235,0.992709,0.995,0.406296,0.00640482,0.470929,0.753508,0.254418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,17,0
240,0.993468,0.995,0.407306,0.00642123,0.473854,0.755438,0.253347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,17,0
245,0.993466,0.995,0.408318,0.00643763,0.474924,0.757368,0.252244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,17,0
250,0.993466,0.995,0.409331,0.00645404,0.476026,0.759298,0.251115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,17,0
255,0.993466,0.995,0.410345,0.00647044,0.477151,0.761228,0.249963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,17,0
260,0.993466,0.995,0.41136,0.00648685,0.478293,0.763158,0.248791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,17,0
265,0.993466,0.995,0.412376,0.00650325,0.479453,0.765088,0.247603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,17,0
270,0.993479,0.995,0.413392,0.00651966,0.480657,0.767018,0.246399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,17,0
275,0.993466,0.995,0.414408,0.00653606,0.48181,0.768948,0.245184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,17,0
280,0.993466,0.995,0.415425,0.00655247,0.483008,0.770878,0.243957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,17,0
285,0.993466,0.995,0.416443,0.00656887,0.484212,0.772808,0.242721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,17,0
290,0.993466,0.995,0.417461,0.00658528,0.485425,0.774738,0.241477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,17,0
295,0.993467,0.995,0.418479,0.00660168,0.486647,0.776668,0.240226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,17,0
