state,action,qvalue
0,0,84.6702
0,1,99.2627
0,2,100
1,0,0
1,1,40.1248
1,2,0
2,0,69.2698
2,1,91.2871
2,2,87.8784
3,0,0
3,1,18.1871
3,2,7.08678
epsilon,0.02,0
