state,action,qvalue
0,0,82.8672
0,1,97.016
0,2,99.9999
1,0,0
1,1,18.1664
1,2,0
2,0,37.3432
2,1,52.4806
2,2,94.7638
3,0,-0.671367
3,1,3.61497
3,2,0
epsilon,0.0532516,0
