state,action,qvalue
0,0,83.4282
0,1,99.0652
0,2,99.9274
1,0,0
1,1,29.7732
1,2,0
2,0,57.9002
2,1,91.2815
2,2,81.7103
3,0,0
3,1,12.0347
3,2,7.08678
epsilon,0.02,0
