state,action,qvalue
0,0,79.3033
0,1,94.2304
0,2,92.605
1,0,0
1,1,20.8746
1,2,0
2,0,47.2597
2,1,90.6321
2,2,71.9313
3,0,0
3,1,7.12192
3,2,7.08678
epsilon,0.0347643,0
