state,action,qvalue
0,0,83.5378
0,1,98.3603
0,2,99.9885
1,0,0
1,1,21.2757
1,2,0
2,0,47.1355
2,1,90.0489
2,2,42.7225
3,0,-1
3,1,5.36841
3,2,0
epsilon,0.0471428,0
