state,action,qvalue
0,0,74.7347
0,1,95.4368
0,2,76.1994
1,0,0
1,1,14.3758
1,2,0
2,0,30.8717
2,1,87.793
2,2,54.183
3,0,0
3,1,2.79206
3,2,5.36841
epsilon,0.070046,0
