timestamp,qi,sr,tii,arf,meanRho,netLearning,pThreat,totalOrphans,actionsReallocate,actionsRecluster,actionsDoNothing,cycleS1,cycleS2,anomalies,qDoNothing,qReallocate,qRecluster,suspectsCount,actionsAttackerQuarantine,actionsAttackerDoNothing,qAtkDNHigh,qAtkQuarHigh,qAtkDNLow,qAtkQuarLow,atkEpsilon,smartTransferOk,smartTransferNoDonor,smartRedundancyOk,leadersAlive,leadersDownThisCycle,apIncomingFloodTotal,apQuarantinedLeadersCount,forcedReelectionsThisCycle,apAlive
170,0.984417,0.964,0.386413,0.00771302,0.375407,0.714168,0.250238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.79686,0,0,0.0486008,0,0,0,27,0,0,0,0,1
175,0.984415,0.964,0.387338,0.00773272,0.375637,0.715992,0.249989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.79686,0,0,0.0486008,0,0,0,27,0,0,0,0,1
180,0.984415,0.964,0.388275,0.00775241,0.376071,0.717816,0.249526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.79686,0,0,0.0486008,0,0,0,27,0,0,0,0,1
185,0.984414,0.964,0.38921,0.00777211,0.376474,0.71964,0.249099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.79686,0,0,0.0486008,0,0,0,27,0,0,0,0,1
190,0.984415,0.964,0.390145,0.00779181,0.376867,0.721464,0.248686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.79686,0,0,0.0486008,0,0,0,27,0,0,0,0,1
195,0.984415,0.964,0.391079,0.00781151,0.377271,0.723288,0.248266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.79686,0,0,0.0486008,0,0,0,27,0,0,0,0,1
200,0.984414,0.964,0.392015,0.00783121,0.377693,0.725112,0.247826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.79686,0,0,0.0486008,0,0,0,27,0,0,0,0,1
205,0.984428,0.964,0.392952,0.00785091,0.378169,0.726936,0.247363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.79686,0,0,0.0486008,0,0,0,27,0,0,0,0,1
210,0.984416,0.964,0.393891,0.00787061,0.378621,0.72876,0.246874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.79686,0,0,0.0486008,0,0,0,27,0,0,0,0,1
215,0.984414,0.964,0.39483,0.00789031,0.379122,0.730584,0.246357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.79686,0,0,0.0486008,0,0,0,27,0,0,0,0,1
220,0.984414,0.964,0.395772,0.00791001,0.379656,0.732408,0.24581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.79686,0,0,0.0486008,0,0,0,27,0,0,0,0,1
225,0.984415,0.964,0.396715,0.00792971,0.380221,0.734232,0.245233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.79686,0,0,0.0486008,0,0,0,27,0,0,0,0,1
230,0.984415,0.964,0.39766,0.00794941,0.380816,0.736056,0.244624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.79686,0,0,0.0486008,0,0,0,27,0,0,0,0,1
235,0.984425,0.964,0.398607,0.00796911,0.381462,0.73788,0.243984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.79686,0,0,0.0486008,0,0,0,27,0,0,0,0,1
240,0.98442,0.964,0.399555,0.0079888,0.382107,0.739704,0.243314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.79686,0,0,0.0486008,0,0,0,27,0,0,0,0,1
245,0.984415,0.964,0.400505,0.0080085,0.382783,0.741528,0.242614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.79686,0,0,0.0486008,0,0,0,27,0,0,0,0,1
250,0.984415,0.964,0.401456,0.0080282,0.383494,0.743352,0.241886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.79686,0,0,0.0486008,0,0,0,27,0,0,0,0,1
255,0.984415,0.964,0.402409,0.0080479,0.384234,0.745176,0.24113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.79686,0,0,0.0486008,0,0,0,27,0,0,0,0,1
260,0.984415,0.964,0.403363,0.0080676,0.384997,0.747,0.24035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.79686,0,0,0.0486008,0,0,0,27,0,0,0,0,1
265,0.984415,0.964,0.404318,0.0080873,0.385783,0.748824,0.239546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.79686,0,0,0.0486008,0,0,0,27,0,0,0,0,1
270,0.984429,0.964,0.405275,0.008107,0.386618,0.750648,0.238719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.79686,0,0,0.0486008,0,0,0,27,0,0,0,0,1
275,0.984415,0.964,0.406233,0.0081267,0.387419,0.752472,0.237873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.79686,0,0,0.0486008,0,0,0,27,0,0,0,0,1
280,0.984415,0.964,0.407191,0.0081464,0.388264,0.754296,0.237008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.79686,0,0,0.0486008,0,0,0,27,0,0,0,0,1
285,0.984415,0.964,0.408151,0.0081661,0.389126,0.75612,0.236126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.79686,0,0,0.0486008,0,0,0,27,0,0,0,0,1
290,0.984415,0.964,0.409111,0.0081858,0.390003,0.757944,0.235228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.79686,0,0,0.0486008,0,0,0,27,0,0,0,0,1
