state,action,qvalue
0,0,84.6422
0,1,98.8674
0,2,100
1,0,0
1,1,30.379
1,2,0
2,0,60.0043
2,1,52.4806
2,2,99.6777
3,0,-0.671367
3,1,5.36841
3,2,0
epsilon,0.0207136,0
