state,action,qvalue
0,0,79.4041
0,1,96.8704
0,2,95.1744
1,0,0
1,1,23.8626
1,2,0
2,0,57.9002
2,1,91.174
2,2,75.8764
3,0,0
3,1,10.4549
3,2,7.08678
epsilon,0.024121,0
