timestamp,qi,sr,tii,arf,meanRho,netLearning,pThreat,totalOrphans,actionsReallocate,actionsRecluster,actionsDoNothing,cycleS1,cycleS2,anomalies,qDoNothing,qReallocate,qRecluster,suspectsCount,actionsAttackerQuarantine,actionsAttackerDoNothing,qAtkDNHigh,qAtkQuarHigh,qAtkDNLow,qAtkQuarLow,atkEpsilon,smartTransferOk,smartTransferNoDonor,smartRedundancyOk,leadersAlive,leadersDownThisCycle
170,0.992499,0.99,0.389242,0.00819105,0.310094,0.70209,0.280664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,35,0
175,0.992498,0.99,0.389883,0.0082126,0.305338,0.703937,0.285498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,35,0
180,0.992498,0.99,0.390635,0.00823414,0.302457,0.705783,0.288429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,35,0
185,0.992497,0.99,0.391453,0.00825568,0.300674,0.70763,0.29024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,35,0
190,0.992498,0.99,0.392314,0.00827723,0.299625,0.709477,0.291304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,35,0
195,0.992497,0.99,0.393206,0.00829877,0.299082,0.711323,0.291851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,35,0
200,0.992497,0.99,0.394119,0.00832032,0.298902,0.71317,0.29203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,35,0
205,0.991955,0.99,0.395047,0.00834186,0.298265,0.715017,0.291944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,35,0
210,0.992498,0.99,0.395987,0.00836341,0.299252,0.716863,0.291665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,35,0
215,0.992498,0.99,0.396935,0.00838495,0.299661,0.71871,0.291242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,35,0
220,0.992498,0.99,0.397889,0.0084065,0.300176,0.720557,0.290713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,35,0
225,0.992497,0.99,0.398848,0.00842804,0.300768,0.722403,0.290106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,35,0
230,0.992497,0.99,0.39981,0.00844958,0.301419,0.72425,0.289438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,35,0
235,0.992501,0.99,0.400775,0.00847113,0.30212,0.726097,0.288727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,35,0
240,0.992498,0.99,0.401741,0.00849267,0.30284,0.727943,0.287982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,35,0
245,0.992497,0.99,0.40271,0.00851422,0.303592,0.72979,0.287213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,35,0
250,0.992497,0.99,0.403679,0.00853576,0.304361,0.731637,0.286425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,35,0
255,0.992498,0.99,0.404649,0.00855731,0.305145,0.733483,0.285624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,35,0
260,0.992498,0.99,0.40562,0.00857885,0.305939,0.73533,0.284812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,35,0
265,0.992497,0.99,0.406591,0.0086004,0.306738,0.737177,0.283993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,35,0
270,0.991955,0.99,0.407562,0.00862194,0.306817,0.739023,0.283169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,35,0
275,0.992498,0.99,0.408534,0.00864348,0.308354,0.74087,0.28234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,35,0
280,0.992497,0.99,0.409506,0.00866503,0.309165,0.742717,0.281509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,35,0
285,0.992497,0.99,0.410478,0.00868657,0.309979,0.744563,0.280677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,35,0
290,0.992497,0.99,0.41145,0.00870812,0.310794,0.74641,0.279842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,35,0
295,0.992497,0.99,0.412422,0.00872966,0.311611,0.748257,0.279007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,35,0
300,0.992497,0.99,0.413394,0.00875121,0.312428,0.750103,0.278172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,35,0
305,0.99128,0.99,0.414366,0.00877275,0.311452,0.75195,0.277336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,35,0
310,0.961405,0.953333,0.399536,0.00879344,0.291809,0.753723,0.278464,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,34,1
315,0.834896,0.623333,0.271921,0.00905451,0.265535,0.754543,0.281335,106,2,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,32,3
320,0.983048,0.976667,0.410046,0.00957518,0.313863,0.755936,0.277402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,34,0
325,0.980826,0.976667,0.41101,0.00959832,0.310604,0.757762,0.276518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,34,0
330,0.978048,0.976667,0.411995,0.00962146,0.307378,0.759589,0.275258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,34,0
335,0.977488,0.976667,0.412967,0.0096446,0.306958,0.761416,0.274206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,34,0
340,0.978044,0.976667,0.41394,0.00966774,0.309627,0.763242,0.273168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,34,0
345,0.975824,0.976667,0.41491,0.00969087,0.306545,0.765069,0.272169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,34,0
350,0.971497,0.976667,0.415878,0.00971401,0.300443,0.766896,0.271193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,34,0
355,0.970946,0.976667,0.416846,0.00973715,0.300368,0.768722,0.270239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,34,0
360,0.970381,0.976667,0.417812,0.00976029,0.299736,0.770549,0.2693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,34,0
365,0.969383,0.976667,0.418778,0.00978342,0.298959,0.772376,0.268375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,34,0
370,0.968597,0.976667,0.419743,0.00980656,0.298427,0.774202,0.26746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,34,0
375,0.972666,0.976667,0.420708,0.0098297,0.306684,0.776029,0.266554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,34,0
380,0.973493,0.976667,0.421672,0.00985284,0.308566,0.777856,0.265654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,34,0
385,0.97071,0.976667,0.422636,0.00987598,0.304519,0.779682,0.26476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,34,0
390,0.968868,0.976667,0.4236,0.00989911,0.302089,0.781509,0.26387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,34,0
395,0.965532,0.976667,0.424563,0.00992225,0.297014,0.783336,0.262984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,34,0
400,0.960532,0.976667,0.425527,0.00994539,0.289282,0.785162,0.2621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,34,0
405,0.960535,0.976667,0.42649,0.00996853,0.290048,0.786989,0.261219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,34,0
410,0.960072,0.976667,0.427453,0.00999166,0.29022,0.788816,0.26034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,34,0
415,0.960537,0.976667,0.428416,0.0100148,0.291854,0.790642,0.259462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,34,0
420,0.96051,0.976667,0.429379,0.0100379,0.291802,0.792469,0.258585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,34,0
425,0.958177,0.976667,0.430342,0.0100611,0.287457,0.794296,0.257709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,34,0
430,0.955954,0.976667,0.431305,0.0100842,0.28264,0.796122,0.256833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,34,0
435,0.953729,0.976667,0.432268,0.0101074,0.277098,0.797949,0.255958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,34,0
440,0.952624,0.976667,0.433231,0.0101305,0.276413,0.799776,0.255083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,34,0
445,0.954294,0.976667,0.434194,0.0101536,0.279321,0.801602,0.254209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,34,0
450,0.953182,0.976667,0.435157,0.0101768,0.278501,0.803429,0.253335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,34,0
455,0.951764,0.976667,0.43612,0.0101999,0.276558,0.805256,0.25246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,34,0
460,0.951213,0.976667,0.437083,0.010223,0.275595,0.807082,0.251586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,34,0
465,0.951106,0.976667,0.438045,0.0102462,0.276305,0.808909,0.250712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,34,0
470,0.951608,0.976667,0.439008,0.0102693,0.277904,0.810736,0.249838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,34,0
475,0.949387,0.976667,0.439971,0.0102925,0.274152,0.812562,0.248964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,34,0
480,0.946361,0.976667,0.440934,0.0103156,0.26947,0.814389,0.248089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,34,0
485,0.945787,0.976667,0.441897,0.0103387,0.267686,0.816216,0.247215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,34,0
