state,action,qvalue
0,0,57.4364
0,1,77.5879
0,2,97.5205
1,0,0
1,1,5.73541
1,2,0
2,0,15.7655
2,1,31.8442
2,2,65.0251
3,0,0
3,1,1.82574
3,2,0
epsilon,0.114035,0
