state,action,qvalue
0,0,84.8743
0,1,99.421
0,2,100
1,0,0
1,1,34.3638
1,2,0
2,0,57.875
2,1,91.2811
2,2,71.7436
3,0,-1
3,1,12.0384
3,2,0
epsilon,0.02,0
